﻿索引,文本内容,翻译内容
2970,Bran Requests Cereal,麸皮需求麦片
2971,A dry cereal that satiates your requests for bran. Tastes uniquely like raisins and salt.,一种可以满足你对麸皮需求的干麦片。味道独特，像葡萄干和盐。
2972,stick of butter,黄油棒
2973,"A stick of delicious, golden, fatty goodness.",一根美味、金色、肥美的棍子。
2974,butter on a stick,棒上的黄油
2975,"delicious, golden, fatty goodness on a stick.",美味，金黄，棍子上的肥美脂肪。
2976,onion rings,洋葱圈
2977,Onion slices coated in batter.,在面糊里的洋葱片。
2978,pineapple slice,切成片的菠萝
2979,A sliced piece of juicy pineapple.,一片多汁的菠萝。
2980,chocolate,巧克力
2981,A tiny and sweet chocolate.,一块又小又甜的巧克力。
2982,Canned Air,罐装空气
2983,If you ever wondered where air came from...,如果你想知道空气从哪里来……
2984,tin of beans,豆子罐头
2985,Musical fruit in a slightly less musical container.,音乐水果放在一个稍微少一些音乐的容器里。
2986,canned peaches,桃子罐头
2987,Just a nice can of ripe peaches swimming in their own juices.,只是一罐熟透的桃子在自己的果汁中畅游。
2988,Maintenance Peaches,维修管道桃
2989,I have a mouth and I must eat.,"我有张嘴,我必须吃"
2990,canned San Marzano tomatoes,圣马扎诺番茄罐头
2991,"A can of premium San Marzano tomatoes, from the hills of Southern Italy.",一罐优质的圣马扎诺番茄，产自意大利南部山区。
2992,canned pine nuts,松子罐头
2993,"A small can of pine nuts. Can be eaten on their own, if you're into that."
2994,Crab Rangoon,炸蟹角
2995,"Has many names, like crab puffs, cheese won'tons, crab dumplings? Whatever you call them, they're a fabulous blast of cream cheesy crab.",有很多名字，像螃蟹泡芙、奶酪馄饨、螃蟹饺子？不管你怎么称呼它们，它们都是一种美味的奶油奶酪蟹。
2996,ration pack,口粮包
2997,"A square bar that sadly <i>looks</i> like chocolate, packaged in a nondescript grey wrapper. Has saved soldiers' lives before - usually by stopping bullets.",一块<i>看</i>起来很像巧克力的方形条状物，用一种难以形容的灰色的包装纸包装。以前确实曾救过士兵的命——但通常是通过挡住子弹的方式。
2998,ant candy,蚂蚁糖
2999,"A colony of ants suspended in hardened sugar. Those things are dead, right?",悬浮在硬糖中的一群蚂蚁。那些东西都死了，对吧？
3000,dog eat dog envirochow
3001,The first pet food product that is made fully sustainable by employing ancient British animal husbandry techniques.
3002,pesto,意大利松子青酱
3003,"A combination of firm cheese, salt, herbs, garlic, oil, and pine nuts. Frequently used as a sauce for pasta or pizza, or eaten on bread.",干酪、盐、香料、大蒜、油和松子的混合物。常用作意大利面或披萨的调味汁，或配合面包食用。
3004,tomato sauce,番茄酱
3005,"Tomato sauce, perfect for pizza or pasta. Mamma mia!",番茄酱，披萨饼或意大利面的完美选择。妈妈咪呀！
3006,béchamel sauce
3007,A classic white sauce common to several European cultures.
3008,roasted bell pepper
3009,"A blackened, blistered bell pepper. Great for making sauces."
3010,Ready-Donk: Bachelor Chow
3011,A quick Donk-dinner: now with flavour!
3012,warm Ready-Donk: Bachelor Chow
3013,"A quick Donk-dinner, now with flavour! And it's even hot!"
3014,Ready-Donk: Donk-a-Roni
3015,Neon-orange mac n' cheese in seconds!
3016,warm Ready-Donk: Donk-a-Roni
3017,"Neon-orange mac n' cheese, ready to eat!"
3018,Ready-Donk: Donkhiladas
3019,"Donk Co's signature Donkhiladas with Donk sauce, for an 'authentic' taste of Mexico."
3020,warm Ready-Donk: Donkhiladas
3021,"Donk Co's signature Donkhiladas with Donk sauce, served as hot as the Mexican sun."
3022,pierogi
3023,A dumpling made by wrapping unleavened dough around a savoury or sweet filling and cooking in boiling water. This one is filled with a potato and onion mixture.
3024,stuffed cabbage
3025,A savoury mixture of ground meat and rice wrapped in cooked cabbage leaves and topped with a tomato sauce. To die for.
3026,seaweed sheet,海苔板
3027,A dried sheet of seaweed used for making sushi. Use an ingredient on it to start making custom sushi!,用来做寿司的干海草片。在它上面放上配料以开始制作定制寿司！
3028,granola bar,燕麦能量棒
3029,"A dried mixture of oats, nuts, fruits, and chocolate condensed into a chewy bar. Makes a great snack while space-hiking.",干燕麦、坚果、水果和巧克力的混合物，浓缩成有嚼劲的棒状，太空旅行零食首选。
3030,onigiri,饭团
3031,A ball of cooked rice surrounding a filling formed into a triangular shape and wrapped in seaweed. Can be added fillings!,一团煮熟的饭团，周围有三角形的馅料，并用海草包裹，可以添加馅料！
3032,onigiri,饭团
3033,A ball of cooked rice surrounding a filling formed into a triangular shape and wrapped in seaweed.,一团煮熟的饭团，周围有三角形的馅料，并用海草包裹。
3034,mashed potatoes
3035,"A creamy serving of mashed potatoes, a staple of many Thanksgiving dinners."
3036,pacoca
3037,"A traditional Brazilian treat made of ground peanuts, sugar, and salt compressed into a cylinder."
3038,pickle,腌黄瓜
3039,"Slightly shriveled darkish cucumber. Smelling something sour, but incredibly inviting.",略微皱缩的深色黄瓜。闻起来有点酸，但令人难以置信的诱人。
3040,spring roll,春卷
3041,"A plate of translucent rice wrappers filled with fresh vegetables, served with sweet chili sauce. You either love them or hate them.",一盘新鲜蔬菜被半透明的米纸包裹着，再配上甜辣椒酱。你要么爱它们，要么恨它们。
3042,monkey cube,猴子方块
3043,Just add water!,只需加水！
3044,gorilla cube,猩猩方块
3045,A Waffle Co. brand gorilla cube. Now with extra molecules!,华夫公司牌猩猩方块，现在有了额外的摩尔量！
3046,chicken cube,鸡块
3047,"A new Nanotrasen classic, the chicken cube. Tastes like everything!",纳米传讯的新经典，鸡块，简直可以品尝到一切味道！
3048,bee cube,蜜蜂方块
3049,We were sure it was a good idea. Just add water.,我们本以为它是个好主意。只需加水。
3050,herby cheese,香料奶酪
3051,"As a staple of mothic cuisine, cheese is often augmented with various flavours to keep variety in their diet. Herbs are one such addition, and are particularly beloved.",作为蛾类菜肴的主食，奶酪经常被添加各种风味，以保持其饮食的多样性。药草就是这样一个补充，并且特别受欢迎。
3052,grilled cheese,烤奶酪
3053,"As prescribed by Lord Alton, blessed be his name, 99.997% of the world's recipes for grilled cheese flat out lie: never once is the cheese grilled, it is merely a griddled sandwich containing melted cheese. This, on the other hand, is truly grilled cheese, grillmarks and all.",正如阿尔顿勋爵所言，全世界99.997%的烤奶酪食谱完全是谎言：奶酪从来没有被烤过，它只是一个含有融化奶酪的烤三明治。另一方面，这是，一个真正的烤奶酪，包括烤痕等等。
3054,mothic salad,蛾类沙拉
3055,"A basic salad of cabbage, red onion and tomato. Can serve as a perfect base for a million different salads.",包含卷心菜、红洋葱和番茄的普通沙拉。可以作为制作一百万种沙拉的完美基础。
3056,toasted seeds,烤种子
3057,"While they're far from filling, toasted seeds are a popular snack amongst the moths. Salt, sugar, or even some more exotic flavours may be added for some extra pep.",虽然烘烤过的种子远不能填饱肚子，但在蛾子中，它是一种很受欢迎的小吃。盐、糖，甚至一些更具异国情调的调味品都可以加，以增加风味。
3058,engine fodder,引擎饲料
3059,"A common snack for engineers on the mothic fleet, made of seeds, nuts, chocolate, popcorn, and potato chips- designed to be dense with calories and easy to snack on when an extra boost is needed.",这是一种为飞蛾舰队的工程师们准备的常见零食，由种子、坚果、巧克力、爆米花和薯片制成，其设计具有高热量，并且在需要额外补充营养时易于食用的特点。
3060,mothic pizza dough,蛾类披萨面团
3061,"A strong, glutenous dough, made with cornmeal and flour, designed to hold up to cheese and sauce.",一种用谷物粉和面粉制成的结实而有粘性的面团，用来吸收奶酪和酱汁
3062,skeklitmischtpoppl
3063,"A mothic classic made with cheese curds and tofu (amongst other things). Translated literally the name means 'squeaking stir fry', a name given due to the distinctive squeak of the proteins."
3064,sweet chili cabbage wrap,甜辣白菜卷
3065,"Grilled cheese and salad in a cabbage wrap, topped with delicious sweet chili sauce.",烤奶酪和卷心菜卷沙拉，上面淋上了美味的甜辣椒酱。
3066,ozlsettitæloskekllön ede pommes
3067,What's better than cheese curds? Deep fried cheese curds! What's better than deep fried cheese curds? Deep fried cheese curds with chili (and more cheese) on top! And what's better than that? Putting it on fries!
3068,baked cheese wheel,烤奶酪轮
3069,"A baked cheese wheel, melty and delicious.",一个烤奶酪轮，融汁四溢而美味
3070,stanntkraktælo
3071,"A baked cheese wheel: a mothic favourite for sharing. Usually served with crispy bread slices for dipping, because the only thing better than good cheese is good cheese on bread."
3072,raw green lasagne al forno,生绿色千层面
3073,"A fine lasagne made with pesto and a herby white sauce, ready to bake. Good for multiple servings.",用香蒜沙司和香草白酱做的美味千层面，适合多人食用。
3074,green lasagne al forno,绿色熏烤千层面
3075,A fine lasagne made with pesto and a herby white sauce. Good for multiple servings.,用香蒜沙司和香草白酱做的美味千层面，适合多人食用。
3076,green lasagne al forno slice,绿色熏烤千层面片
3077,"A slice of herby, pesto-y lasagne.",一片香草味的香蒜沙司千层面。
3078,big rice pan,大锅饭
3079,"A big pan of layered potatoes topped with rice and vegetable stock, ready to be baked into a delicious sharing meal.",一大锅层状的土豆，上面有米饭和蔬菜高汤，准备烤成美味的合用餐。
3080,big baked rice,大锅烤饭
3081,"A mothic favourite, baked rice can be filled with a variety of vegetable fillings to make a delicious meal to share. Potatoes are also often layered on the bottom of the cooking vessel to create a flavourful crust which is hotly contested amongst diners.",烤饭是蛾人们的最爱，可以用各种各样的蔬菜馅做一顿美味的饭来分享，土豆层经常分在烹饪容器的底部，烹饪成一个美味的外壳，这是食客们竞相争抢的美味。
3082,lil baked rice,小份焗饭
3083,"A single portion of baked rice, perfect as a side dish, or even as a full meal.",一份烤米饭，是完美的配菜，甚至能当做正餐。
3084,oven-baked corn,烤玉米
3085,"A cob of corn, baked in the roasting heat of an oven until it blisters and blackens. Beloved as a quick yet flavourful and filling component for dishes on the Fleet.",一根玉米棒，在烤箱的高温下烤至起泡变黑作为一种便捷而美味的食材，深受人们的喜爱。
3086,buttered baked corn,黄油烤玉米
3087,What's better than baked corn? Baked corn with butter!,还有什么比烤玉米更好的呢？加黄油的烤玉米！
3088,fiesta corn skillet,嘉年华玉米锅
3089,"Sweet, spicy, saucy, and all kinds of corny.",甜蜜的，刺激的，香辣的，还有各种玉米。
3090,raw ratatouille,生蔬菜杂烩
3091,"Sliced vegetables with a roasted pepper sauce. Delicious, for a peasant food.",切片蔬菜配热煨辣椒酱，作为农家菜，相当美味。
3092,ratatouille,蔬菜杂烩
3093,The perfect dish to save your restaurant from a vindictive food critic. Bonus points if you've got a rat in your hat.,这道完美的菜能把你的餐厅从报复心强的美食评论家手中拯救出来，如果你的帽子里还有只老鼠，那更是个加分项。
3094,mozzarella sticks,马苏里拉芝士条
3095,"Little sticks of mozzarella, breaded and fried.",小块马苏里拉奶酪，裹上面包屑，油炸
3096,raw voltölpaprik
3097,A pepper with the top removed and a herby cheese and onion mix stuffed inside. Probably shouldn't be eaten raw.
3098,voltölpaprik
3099,"A soft yet still crisp bell pepper, with a wonderful melty cheesy interior.",柔软却不失清脆的甜椒，内部有着美妙的乳酪般的融化感。
3100,Fueljack's lunch,燃油工人的便餐
3101,"A dish made from fried vegetables, popular amongst fueljacks- the brave moths who operate the fuel skimmers to keep the fleet running. Given the constant need for fuel, and the limited windows in which the stars align for harvesting (literally), they'll often take packed meals to save on trips to the mess, which they heat using the fresh canisters.",这道菜是用油炸蔬菜做成的，在燃油工人中很受欢迎，燃油工人是一群勇敢的飞蛾，他们操纵着燃油分离器，以保持舰队的运转，由于燃料供应需要持续不断，以及星星排在一排等待收获的时间(真的)很有限，他们通常会自带食物，用新的罐子加热，以节省去食堂的时间。
3102,macheronirölen
3103,"Fried balls of macaroni cheese dipped in corn batter, served with tomato sauce. A popular snack across the galaxy, and especially on the Mothic Fleet- where they tend to use Ready-Donk as the base."
3104,surplus fleet PSB,盈余舰队PSB
3105,"The PSB, or Prepacked Sustenance Bar, is a densely packed, nutrient rich food which is designed to hold the populace over during times of food shortage. Made from soy and pea protein, each lasts 3 days if adequately rationed. While they have a long shelf life, they do eventually go bad- prompting them to be sold as surplus by the fleet. This particular one is, like most artificially-flavoured moth food, mixed-herb flavoured.",PSB，或称预包装营养棒（Prepacked Sustenance Bar），是一种包装紧密、营养丰富的食物，为了让人们支撑过食物短缺而研发，它由大豆和豌豆蛋白制成，如果定量食用，每一支都能维持3天的营养消耗，虽然它们的保质期很长，但它们最终还是会变质——这促使它们作为剩余的的部分被舰队出售，这种特别的飞蛾食物，和大多数人工调味的飞蛾食物一样混合了药草来调味。
